name,sex,RUID,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Jeremy Villa,M,501521481,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'TS'],Suite,1,6000-8000,9000,[326752051],5,17581,0
Tiffany Tapia,F,843044751,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'NCA'],Suite,1,8000-11000,12000,[],5,17586,0
Heather Garrett,F,732321962,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'BS' 'MZH'],Suite,1,4000-6000,7000,[384940220],5,17587,0
Brandon Hawkins,M,598257734,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'AH'],Suite,1,8000-11000,12000,"[715907120, 722265531]",5,17615,0
Kayla Arnold,F,636061740,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'MRS'],Apartment,1,6000-8000,9000,"[528424318, 312016214]",5,17618,0
Amy Sutton,F,962540038,Freshman,School of Social Work,0,0,['NCA' 'WS' 'RA'],Apartment,1,8000-11000,12000,[479471840],5,17669,0
Tammy Bennett,F,593668231,Freshman,Mason Gross School of the Arts,0,0,['BS' 'JS' 'MZH'],Apartment,1,8000-11000,12000,"[638470573, 577690470]",5,17671,0
Angela Curtis,F,506159245,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'JS'],Suite,1,6000-8000,9000,[],5,17702,0
Tonya Robinson,F,275860358,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'BS'],Suite,1,8000-11000,12000,"[551211163, 863368669]",5,17709,0
Beth Simpson,F,170671663,Freshman,Mason Gross School of the Arts,0,0,['SA' 'WS' 'MH'],Suite,1,4000-6000,7000,[912140813],5,17735,0
Adam Parker,M,464603679,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'SA'],Apartment,1,6000-8000,9000,"[593389047, 161814900]",5,17766,0
Nicole Calderon,F,622590489,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'BH'],Suite,1,4000-6000,7000,[],5,17782,0
David Stein,M,681760057,Freshman,School of Social Work,0,0,['NCA' 'BS' 'SA'],Suite,1,8000-11000,12000,"[915286349, 171976980]",5,17787,0
Sandra Black,F,389120014,Freshman,School of Arts and Sciences,0,0,['BH' 'CS' 'NCA'],Traditional Residence Hall,1,8000-11000,12000,[],5,17807,0
Crystal Lynch,F,745013305,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'NCA' 'TS'],Suite,1,4000-6000,7000,"[616641165, 602034606]",5,17840,0
Jeffery Lang,M,346480151,Freshman,School of Environmental and Biological Sciences,0,0,['MH' 'NCA' 'RA'],Apartment,1,8000-11000,12000,"[704009774, 226874837]",5,17842,0
Jordan Murphy,F,240073357,Freshman,School of Communication and Information,0,0,['BS' 'RA' 'WS'],Suite,1,6000-8000,9000,[],5,17861,0
Daniel Olson,M,704898782,Freshman,School of Arts and Sciences,0,0,['TS' 'NCA' 'MH'],Apartment,1,8000-11000,12000,"[934141637, 532792264]",5,17879,0
Sara Mendez,F,533837727,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'MH' 'BS'],Suite,1,8000-11000,12000,[],5,17935,0
Johnathan Tran,M,604974368,Freshman,School of Management and Labor Relations,0,0,['BS' 'MS' 'SA'],Suite,1,8000-11000,12000,[842488083],5,17980,0
Sara Carlson,F,723111959,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'MRS'],Apartment,1,8000-11000,12000,[],5,17983,0
Todd Chang,M,594852273,Freshman,School of Arts and Sciences,0,0,['MZH' 'BS' 'SA'],Apartment,1,8000-11000,12000,"[882527515, 592670502]",5,17986,0
Brittany Holmes,F,294860418,Freshman,School of Communication and Information,0,0,['BS' 'JS' 'RA'],Suite,1,8000-11000,12000,[],5,17995,0
Sarah Hood,F,684173803,Freshman,Mason Gross School of the Arts,0,0,['RA' 'CS' 'BS'],Traditional Residence Hall,1,8000-11000,12000,[],5,17996,0
Jose Green,M,491222892,Freshman,School of Engineering,0,0,['SA' 'MH' 'BS'],Apartment,1,8000-11000,12000,"[261479760, 349963961]",5,18049,0
Susan Braun,F,999080563,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'SA'],Suite,1,8000-11000,12000,"[720943516, 124350404]",5,18065,0
Eric Benson,M,229756433,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'NCA' 'MZH'],Suite,1,4000-6000,7000,[],5,18091,0
Michael Adams,M,125302510,Freshman,School of Environmental and Biological Sciences,0,0,['MZH' 'BS' 'WS'],Apartment,1,8000-11000,12000,[978720156],5,18161,0
Deanna Palmer,F,116460056,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'JS'],Traditional Residence Hall,1,8000-11000,12000,"[113605299, 165740564]",5,18185,0
Patrick Wu,M,235818647,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'TS'],Suite,1,4000-6000,7000,[],5,18210,0
Lindsay Key,F,405157183,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'RA'],Suite,1,8000-11000,12000,"[532086158, 626025049]",5,18222,0
Sheri Cruz,F,891183331,Freshman,School of Arts and Sciences,0,0,['NCA' 'BS' 'MZH'],Traditional Residence Hall,1,4000-6000,7000,[],5,18252,0
Brittney Jennings,F,633187795,Freshman,Mason Gross School of the Arts,0,0,['JS' 'BS' 'NCA'],Suite,1,8000-11000,12000,[395508844],5,18281,0
Raymond May,M,290893513,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BS' 'SA'],Suite,1,4000-6000,7000,[836579667],5,18314,0
Amanda Humphrey,F,181732927,Freshman,School of Arts and Sciences,0,0,['MH' 'SA' 'MRS'],Suite,1,8000-11000,12000,"[498281420, 556054864]",5,18338,0
Alexandra Ellis,F,406664016,Freshman,School of Arts and Sciences,0,0,['RA' 'MZH' 'MS'],Suite,1,6000-8000,9000,"[135879146, 584852846]",5,18359,0
Pamela Bryan,F,290404219,Freshman,School of Arts and Sciences,0,0,['MZH' 'RA' 'AH'],Apartment,1,6000-8000,9000,[144075723],5,18376,0
David Pineda,M,427153087,Freshman,School of Engineering,0,0,['BS' 'MH' 'RA'],Apartment,1,8000-11000,12000,"[807146342, 951426150]",5,18379,0
Brian Hudson,M,424105328,Freshman,School of Engineering,0,0,['BS' 'NCA' 'MH'],Apartment,1,4000-6000,7000,"[121701820, 826829351]",5,18392,0
Melissa Crawford,F,462179043,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'TS' 'MRS'],Apartment,1,8000-11000,12000,"[361792764, 620606936]",5,18435,0
Christopher Torres,M,169861201,Freshman,School of Arts and Sciences,0,0,['CS' 'SA' 'NCA'],Apartment,1,8000-11000,12000,[],5,18438,0
Alexandra Khan,F,886571738,Freshman,School of Arts and Sciences,0,0,['MS' 'BH' 'NCA'],Suite,1,8000-11000,12000,"[371248863, 603804048]",5,18441,0
Angela Carter,F,258898098,Freshman,School of Engineering,0,0,['MS' 'BS' 'JS'],Traditional Residence Hall,1,8000-11000,12000,"[854779360, 959832440]",5,18501,0
Justin Phillips,M,146789310,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'AH'],Apartment,1,8000-11000,12000,[808913489],5,18522,0
Dawn Brown,F,149028192,Freshman,School of Arts and Sciences,0,0,['NCA' 'JS' 'MS'],Suite,1,8000-11000,12000,"[840457030, 945145090]",5,18539,0
Cindy Nicholson,F,954612592,Freshman,School of Communication and Information,0,0,['RA' 'MS' 'NCA'],Traditional Residence Hall,1,8000-11000,12000,"[850262097, 636477356]",5,18542,0
Robert Carpenter,M,193110957,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'MS' 'SA'],Apartment,1,8000-11000,12000,"[943004878, 277691077]",5,18555,0
Sara Compton,F,381047897,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'CS' 'BS'],Traditional Residence Hall,1,4000-6000,7000,"[348601428, 823831659]",5,18576,0
Gabrielle Williams,F,934141637,Freshman,School of Communication and Information,0,0,['BS' 'TS' 'NCA'],Traditional Residence Hall,1,8000-11000,12000,"[704898782, 532792264]",5,18582,0
Dustin Pierce,M,655902785,Freshman,School of Management and Labor Relations,0,0,['JS' 'BS' 'MRS'],Suite,1,8000-11000,12000,"[977839065, 375125794]",5,18587,0
Luis Barnes,M,396290426,Freshman,School of Communication and Information,0,0,['BS' 'BH' 'MH'],Suite,1,6000-8000,9000,"[536556405, 954026067]",5,18651,0
Timothy Morris,M,214579708,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'RA'],Suite,1,8000-11000,12000,"[672548011, 197618741]",5,18674,0
Catherine Jones,F,117141437,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'NCA' 'MS'],Suite,1,6000-8000,9000,"[461625325, 985897233]",5,18690,0
Melissa Turner,F,546797319,Freshman,School of Arts and Sciences,0,0,['BH' 'TS' 'AH'],Apartment,1,4000-6000,7000,"[828842905, 130849184]",5,18718,0
Daniel Hunter,M,683935822,Freshman,School of Arts and Sciences,0,0,['NCA' 'BH' 'RA'],Suite,1,6000-8000,9000,"[161686511, 833567193]",5,18727,0
Ashley Ho,F,828842905,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'MH'],Suite,1,6000-8000,9000,"[546797319, 130849184]",5,18731,0
Kelly Walker,F,336871641,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'RA'],Suite,1,8000-11000,12000,[],5,18738,0
Julie Potter,F,115535016,Freshman,School of Arts and Sciences,0,0,['MS' 'BS' 'NCA'],Suite,1,8000-11000,12000,"[442971761, 299701865]",5,18784,0
Derek Freeman,M,227059475,Freshman,School of Arts and Sciences,0,0,['MS' 'MRS' 'RA'],Apartment,1,4000-6000,7000,[582764002],5,18828,0
Charles Brock,M,588996868,Freshman,School of Engineering,0,0,['MRS' 'MH' 'RA'],Traditional Residence Hall,1,8000-11000,12000,[],5,18830,0
Jaime Bruce,F,125846169,Freshman,School of Arts and Sciences,0,0,['BH' 'MS' 'NCA'],Apartment,1,8000-11000,12000,[578208981],5,18855,0
Donna Smith,F,556073817,Freshman,School of Environmental and Biological Sciences,0,0,['BS' 'WS' 'CS'],Apartment,1,6000-8000,9000,"[894000733, 260234105]",5,18890,0
Aaron Stone,M,724811168,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MRS' 'WS' 'BH'],Traditional Residence Hall,1,8000-11000,12000,[],5,18899,0
Colleen Harrington,F,346981704,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'SA'],Apartment,1,8000-11000,12000,[456856068],5,18906,0
Kayla Larsen,F,605074279,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'BS' 'MZH'],Apartment,1,6000-8000,9000,"[275252001, 996988163]",5,18929,0
Judy Kaufman,F,925398379,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'AH' 'MRS'],Suite,1,6000-8000,9000,"[660214353, 191572168]",5,18970,0
Michael Kirk,M,816078950,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'TS' 'AH'],Apartment,1,8000-11000,12000,"[359866444, 706829050]",5,19032,0
Kelsey Reed,F,640108048,Freshman,School of Arts and Sciences,0,0,['MRS' 'NCA' 'BS'],Traditional Residence Hall,1,4000-6000,7000,[],5,19045,0
Angela Estrada,F,501808831,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['WS' 'SA' 'NCA'],Apartment,1,8000-11000,12000,[],5,19051,0
Jessica Richardson,F,524619804,Freshman,School of Engineering,0,0,['MS' 'RA' 'BS'],Suite,1,6000-8000,9000,[585011662],5,19052,0
Clarence Taylor,M,974506904,Freshman,School of Arts and Sciences,0,0,['MS' 'SA' 'NCA'],Suite,1,4000-6000,7000,"[234688047, 608068329]",5,19077,0
Christopher Vasquez,M,910109837,Freshman,Mason Gross School of the Arts,0,0,['MS' 'JS' 'BS'],Apartment,1,8000-11000,12000,[336238775],5,19087,0
Corey Stewart,M,454819114,Freshman,School of Management and Labor Relations,0,0,['BS' 'RA' 'JS'],Suite,1,8000-11000,12000,[],5,19091,0
Joseph Jones,M,266622256,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'MS'],Apartment,1,4000-6000,7000,[],5,19136,0
Patricia Thomas,F,527585892,Freshman,School of Arts and Sciences,0,0,['BS' 'WS' 'RA'],Suite,1,6000-8000,9000,[],5,19143,0
Joseph Klein,M,501088292,Freshman,School of Social Work,0,0,['WS' 'CS' 'SA'],Suite,1,8000-11000,12000,[],5,19150,0
Jenna Fritz,F,988128448,Freshman,School of Management and Labor Relations,0,0,['MZH' 'BS' 'CS'],Traditional Residence Hall,1,4000-6000,7000,[564295133],5,19204,0
Scott Adams,M,354450256,Freshman,School of Communication and Information,0,0,['NCA' 'RA' 'MH'],Apartment,1,6000-8000,9000,[657425327],5,19246,0
Julie Garrett,F,706651954,Freshman,School of Management and Labor Relations,0,0,['SA' 'RA' 'BS'],Apartment,1,4000-6000,7000,[],5,19246,0
Bryan Horton,M,812859212,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'MS'],Apartment,1,8000-11000,12000,[282215184],5,19258,0
Jon Farley,M,315546411,Freshman,School of Management and Labor Relations,0,0,['MS' 'BS' 'TS'],Suite,1,8000-11000,12000,[],5,19262,0
Kenneth Norris,M,545664153,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'TS' 'SA'],Suite,1,8000-11000,12000,"[340237296, 518841145]",5,19293,0
Kara Morales,F,431738462,Freshman,School of Arts and Sciences,0,0,['WS' 'SA' 'BS'],Suite,1,8000-11000,12000,[],5,19302,0
Lauren Roth DDS,F,853571006,Freshman,School of Communication and Information,0,0,['MZH' 'BH' 'JS'],Apartment,1,8000-11000,12000,"[344608880, 758147707]",5,19310,0
Steven Avila,M,758746511,Freshman,School of Engineering,0,0,['SA' 'MH' 'BS'],Suite,1,4000-6000,7000,"[986577787, 260187009]",5,19315,0
Christopher Martinez,M,119819424,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'RA' 'BS'],Apartment,1,8000-11000,12000,[],5,19325,0
Daniel Forbes,M,692498407,Freshman,School of Arts and Sciences,0,0,['MRS' 'MS' 'BS'],Traditional Residence Hall,1,8000-11000,12000,"[606311890, 691632984]",5,19330,0
Christie Smith,F,509224212,Freshman,School of Arts and Sciences,0,0,['SA' 'MZH' 'NCA'],Apartment,1,6000-8000,9000,"[832329315, 445473695]",5,19341,0
Lisa Anderson,F,498276694,Freshman,Mason Gross School of the Arts,0,0,['CS' 'BH' 'RA'],Traditional Residence Hall,1,6000-8000,9000,"[769373754, 256916203]",5,19343,0
Jeffrey Brennan,M,937995964,Freshman,Mason Gross School of the Arts,0,0,['TS' 'NCA' 'BS'],Apartment,1,4000-6000,7000,"[730878289, 469480026]",5,19348,0
Michele Cohen,F,502504938,Freshman,Mason Gross School of the Arts,0,0,['SA' 'WS' 'JS'],Apartment,1,8000-11000,12000,[529917899],5,19390,0
Julie Copeland,F,953121919,Freshman,School of Arts and Sciences,0,0,['NCA' 'BH' 'MH'],Suite,1,8000-11000,12000,"[940299498, 636086238]",5,19401,0
Timothy Ray,M,672548011,Freshman,Mason Gross School of the Arts,0,0,['AH' 'MH' 'MZH'],Suite,1,6000-8000,9000,"[214579708, 197618741]",5,19470,0
Jeffrey Day,M,876326882,Freshman,Mason Gross School of the Arts,0,0,['RA' 'NCA' 'BS'],Apartment,1,6000-8000,9000,"[889575773, 317850596]",5,19525,0
Felicia Petty,F,409552265,Freshman,School of Engineering,0,0,['MH' 'SA' 'RA'],Traditional Residence Hall,1,8000-11000,12000,[663733156],5,19531,0
Kathleen Walton,F,389924832,Freshman,School of Engineering,0,0,['NCA' 'MRS' 'BS'],Traditional Residence Hall,1,8000-11000,12000,[876781729],5,19543,0
Nicole Jackson,F,263779340,Freshman,School of Engineering,0,0,['NCA' 'SA' 'RA'],Suite,1,8000-11000,12000,[254303405],5,19556,0
Evan Chandler,M,512840994,Freshman,School of Arts and Sciences,0,0,['JS' 'BS' 'NCA'],Suite,1,8000-11000,12000,[],5,19561,0
Thomas Murray,M,417761835,Freshman,School of Arts and Sciences,0,0,['BS' 'JS' 'WS'],Traditional Residence Hall,1,8000-11000,12000,"[389454575, 149113572]",5,19588,0
Emily Navarro,F,523117829,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BH' 'BS'],Traditional Residence Hall,1,6000-8000,9000,[],5,19601,0
Elizabeth Murray,F,299701865,Freshman,School of Arts and Sciences,0,0,['NCA' 'MS' 'BS'],Suite,1,8000-11000,12000,[442971761],5,19611,0
Joy Macias,F,914042948,Freshman,School of Arts and Sciences,0,0,['MZH' 'JS' 'BS'],Apartment,1,8000-11000,12000,"[580994970, 692238921]",5,19635,0
Justin Johnson,M,886080047,Freshman,Mason Gross School of the Arts,0,0,['MS' 'BS' 'MZH'],Apartment,1,6000-8000,9000,"[788981710, 893229726]",5,19667,0
Melissa Leblanc,F,675385024,Freshman,School of Arts and Sciences,0,0,['BS' 'BH' 'SA'],Apartment,1,4000-6000,7000,[],5,19705,0
Emily Williams,F,339092033,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'RA'],Traditional Residence Hall,1,4000-6000,7000,[377921735],5,19751,0
Christopher Perez,M,517711704,Freshman,School of Arts and Sciences,0,0,['CS' 'SA' 'BS'],Suite,1,4000-6000,7000,[],5,19755,0
Larry Perkins,M,280984710,Freshman,School of Communication and Information,0,0,['SA' 'MZH' 'TS'],Suite,1,6000-8000,9000,"[855256342, 155607870]",5,19790,0
Samantha Rodriguez,F,616597201,Freshman,Mason Gross School of the Arts,0,0,['WS' 'SA' 'BS'],Apartment,1,4000-6000,7000,[984059247],5,19802,0
Justin Manning,M,691536726,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'BH'],Suite,1,8000-11000,12000,"[192401856, 539032616]",5,19805,0
Drew Juarez,M,818006892,Freshman,School of Social Work,0,0,['MRS' 'AH' 'NCA'],Apartment,1,8000-11000,12000,[],5,19838,0
Christopher Schmidt MD,M,840052295,Freshman,School of Social Work,0,0,['NCA' 'RA' 'SA'],Suite,1,6000-8000,9000,[],5,19854,0
Katherine Jackson,F,868885122,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'TS'],Suite,1,8000-11000,12000,"[956208122, 457366277]",5,19927,0
Joshua Price,M,641557883,Freshman,School of Environmental and Biological Sciences,0,0,['MH' 'MZH' 'BS'],Traditional Residence Hall,1,4000-6000,7000,[],5,19996,0
Michael Travis,M,417636392,Freshman,School of Communication and Information,0,0,['MS' 'TS' 'WS'],Suite,1,8000-11000,12000,"[371663215, 433539218]",5,20032,0
Cameron Williams,M,111463921,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'JS'],Suite,1,6000-8000,9000,[],5,20069,0
William Smith,M,991630148,Freshman,School of Engineering,0,0,['TS' 'WS' 'SA'],Apartment,1,4000-6000,7000,"[151719451, 830622822]",5,20071,0
Laura Patterson,F,923624435,Freshman,School of Engineering,0,0,['SA' 'MS' 'AH'],Apartment,1,4000-6000,7000,[354458979],5,20073,0
Benjamin Hernandez,M,734550408,Freshman,School of Management and Labor Relations,0,0,['WS' 'BS' 'NCA'],Apartment,1,8000-11000,12000,[],5,20075,0
Sabrina Ramirez,F,643698381,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'RA' 'CS'],Traditional Residence Hall,1,8000-11000,12000,"[149305083, 675594320]",5,20083,0
James White,M,611505291,Freshman,Mason Gross School of the Arts,0,0,['BS' 'JS' 'RA'],Traditional Residence Hall,1,4000-6000,7000,"[645781577, 407025552]",5,20099,0
Tammy Burke,F,454352089,Freshman,School of Environmental and Biological Sciences,0,0,['JS' 'BS' 'MS'],Apartment,1,4000-6000,7000,[612624689],5,20131,0
Christopher Wong,M,730287856,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'MS'],Traditional Residence Hall,1,8000-11000,12000,[],5,20160,0
Brandi Ortega,F,235549498,Freshman,Mason Gross School of the Arts,0,0,['RA' 'NCA' 'BS'],Apartment,1,8000-11000,12000,"[143886791, 439020608]",5,20177,0
Scott Lin Jr.,M,666056377,Freshman,School of Arts and Sciences,0,0,['JS' 'MS' 'NCA'],Apartment,1,4000-6000,7000,"[405883909, 668098417]",5,20197,0
Daniel Harvey,M,453470826,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'SA' 'BS'],Suite,1,4000-6000,7000,[],5,20204,0
Richard Payne,M,887706538,Freshman,School of Arts and Sciences,0,0,['BS' 'WS' 'MRS'],Suite,1,8000-11000,12000,[],5,20214,0
Jill Williamson,F,606917904,Freshman,School of Engineering,0,0,['MRS' 'BS' 'CS'],Apartment,1,8000-11000,12000,[479112558],5,20234,0
Melissa Cummings,F,201250705,Freshman,Mason Gross School of the Arts,0,0,['WS' 'BS' 'AH'],Apartment,1,6000-8000,9000,[806211417],5,20234,0
Brandon Miller,M,306367088,Freshman,School of Social Work,0,0,['MS' 'CS' 'WS'],Traditional Residence Hall,1,8000-11000,12000,"[353702250, 929674737]",5,20263,0
Lori Jones,F,275855267,Freshman,School of Arts and Sciences,0,0,['NCA' 'JS' 'BS'],Apartment,1,8000-11000,12000,[675447551],5,20281,0
Joshua Snow,M,701655681,Freshman,School of Management and Labor Relations,0,0,['BS' 'WS' 'SA'],Suite,1,8000-11000,12000,"[891242934, 384510167]",5,20286,0
Jose Campbell,M,198164940,Freshman,School of Environmental and Biological Sciences,0,0,['CS' 'BS' 'SA'],Traditional Residence Hall,1,4000-6000,7000,[],5,20303,0
Amanda White,F,254483768,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'MH'],Traditional Residence Hall,1,8000-11000,12000,"[913648204, 433142203]",5,20319,0
Tyrone Washington,M,877755773,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'RA' 'BS'],Apartment,1,4000-6000,7000,[656390369],5,20322,0
Margaret Wright,F,733166373,Freshman,School of Engineering,0,0,['RA' 'BS' 'WS'],Suite,1,8000-11000,12000,"[225821486, 936666519]",5,20337,0
Anna Riggs,F,355831030,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'CS'],Apartment,1,4000-6000,7000,[],5,20348,0
Ryan Hodge,M,140367815,Freshman,Mason Gross School of the Arts,0,0,['SA' 'TS' 'NCA'],Apartment,1,4000-6000,7000,[],5,20354,0
Cody Kim,M,406665709,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'BS'],Suite,1,6000-8000,9000,"[173522396, 439478052]",5,20374,0
Edward Bailey,M,276596369,Freshman,Mason Gross School of the Arts,0,0,['BS' 'JS' 'MS'],Suite,1,8000-11000,12000,"[912509644, 796202929]",5,20385,0
Erin Mcdaniel,F,215172872,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'JS'],Traditional Residence Hall,1,6000-8000,9000,[],5,20406,0
Madeline Herman,F,145034071,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'SA' 'RA'],Traditional Residence Hall,1,8000-11000,12000,"[585011662, 524619804]",5,20424,0
