name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences,lottery_number
Jacob Torres,M,100976893,2000-12-26,Junior,Mason Gross School of the Arts,0,1,['MS' 'MRS' 'AH'],Suite,1,1,1,8000-11000,12000,[],10304
David Snyder,M,117275949,2001-10-22,Sophomore,School of Social Work,0,1,['RA' 'TS' 'BS'],Suite,1,1,1,6000-8000,9000,"[243886303, 955875703]",10312
Nicole Dawson,F,912140813,2001-03-22,Freshman,School of Arts and Sciences,0,0,['NCA' 'MH' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[431518357, 170671663]",10322
Jacob Phillips,M,990314705,2001-01-17,Sophomore,School of Arts and Sciences,0,1,['NCA' 'BH' 'BS'],Apartment,1,1,1,8000-11000,12000,[],10329
Debra Payne,F,818836302,2005-03-08,Freshman,School of Arts and Sciences,0,0,['SA' 'JS' 'BS'],Apartment,1,1,1,6000-8000,9000,[],10330
Pamela Watson,F,669612138,2004-02-02,Freshman,School of Engineering,0,0,['SA' 'BS' 'RA'],Suite,1,1,1,4000-6000,7000,[],10333
Eric Miller,M,685285857,2001-08-02,Sophomore,School of Arts and Sciences,0,0,['CS' 'BS' 'SA'],Apartment,1,1,1,4000-6000,7000,[324367005],10333
Oscar White,M,591617662,2000-11-12,Sophomore,School of Arts and Sciences,0,1,['MS' 'CS' 'NCA'],Apartment,1,1,1,8000-11000,12000,[],10333
Carolyn Richards,F,726474532,2000-09-04,Freshman,School of Social Work,0,0,['TS' 'MS' 'MZH'],Suite,1,1,1,4000-6000,7000,"[344226930, 659528472]",10336
Savannah Molina,F,755368252,2003-10-29,Sophomore,School of Arts and Sciences,0,1,['MZH' 'WS' 'TS'],Apartment,1,1,1,8000-11000,12000,[544240580],10337
Ivan Washington,M,605459901,2000-09-15,Freshman,School of Communication and Information,0,0,['TS' 'BS' 'AH'],Apartment,1,1,1,4000-6000,7000,[],10339
Brandon Vasquez,M,444428014,2002-03-28,Freshman,Mason Gross School of the Arts,0,1,['TS' 'RA' 'MS'],Suite,1,1,1,6000-8000,9000,[],10340
Steven Harvey,M,904212275,2000-07-05,Junior,School of Arts and Sciences,0,1,['TS' 'BS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],10355
Andrew Johnson,M,639259779,2003-07-09,Sophomore,Mason Gross School of the Arts,0,0,['BH' 'RA' 'JS'],Suite,1,1,1,8000-11000,12000,[],10360
Michael Flynn,M,414163962,2002-01-07,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['WS' 'SA' 'NCA'],Suite,1,1,1,4000-6000,7000,"[938114533, 297115671]",10371
Victoria Shannon,F,427428020,2001-06-15,Sophomore,School of Arts and Sciences,0,0,['RA' 'WS' 'BH'],Suite,1,1,1,8000-11000,12000,"[330508247, 264874016]",10376
Michael White,M,294904615,2003-10-07,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'BH' 'SA'],Suite,1,1,1,8000-11000,12000,[],10380
Matthew Adkins,M,478032090,2003-05-22,Freshman,School of Communication and Information,0,0,['BS' 'MS' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],10381
John Buck,M,559594740,2001-06-08,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'MRS'],Suite,1,1,1,8000-11000,12000,"[484798610, 138620691]",10381
Natasha Padilla,F,549175339,2004-10-31,Freshman,School of Management and Labor Relations,0,1,['AH' 'MRS' 'BS'],Apartment,1,1,1,4000-6000,7000,"[195679272, 365478886]",10382
Tina Phelps,F,980946914,2001-09-05,Freshman,School of Engineering,0,1,['MS' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000,[438631735],10385
Keith Nelson,M,994191092,2002-10-06,Freshman,School of Social Work,0,1,['BS' 'SA' 'TS'],Suite,1,1,1,4000-6000,7000,[],10394
Vanessa Mitchell,F,341199461,2001-03-21,Freshman,School of Communication and Information,0,1,['MRS' 'RA' 'SA'],Apartment,1,1,1,6000-8000,9000,[],10409
Roberto Ramos,M,406713929,2000-09-20,Sophomore,School of Communication and Information,0,0,['MZH' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000,"[597644695, 218728846]",10415
Stacy Brown,F,741351714,2005-06-17,Sophomore,School of Arts and Sciences,0,1,['BS' 'MRS' 'WS'],Suite,1,1,1,8000-11000,12000,"[835445859, 113395870]",10418
Taylor Espinoza,F,565317864,2005-03-23,Junior,School of Arts and Sciences,0,0,['BS' 'CS' 'SA'],Suite,1,1,1,8000-11000,12000,"[757037942, 441233380]",10421
Robert Brown,M,469480026,2003-07-27,Sophomore,School of Social Work,0,1,['SA' 'NCA' 'BH'],Suite,1,1,1,8000-11000,12000,[937995964],10423
Susan Lewis,F,550884743,2005-03-14,Sophomore,School of Arts and Sciences,0,0,['NCA' 'SA' 'BS'],Apartment,1,1,0,8000-11000,12000,"[242443437, 123301669]",10423
Raven Gamble,F,883914977,1998-02-22,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[886030092, 151135427]",10426
Sarah Rogers,F,203276565,2005-06-08,Freshman,School of Social Work,0,0,['RA' 'BS' 'NCA'],Suite,1,1,1,4000-6000,7000,[223835919],10428
Douglas Wells,M,181002100,2003-04-20,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'SA'],Apartment,1,1,1,4000-6000,7000,"[332790009, 960192913]",10442
Steven Rodriguez,M,730532334,2003-11-17,Senior,Mason Gross School of the Arts,0,0,['CS' 'NCA' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[107348870, 800763724]",10443
Brenda Rodriguez,F,444512479,1999-07-17,Masters,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,0,1,10500-12000,13000,[461798285],10444
Jennifer Wilson,F,903239111,1998-06-07,Masters,Graduate School of Education,1,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[734321237],10445
Debbie Wu,F,628868336,2004-03-14,Sophomore,School of Arts and Sciences,0,0,['NCA' 'JS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[880723224],10446
Thomas Brown,M,398500857,2000-05-09,Sophomore,School of Social Work,0,1,['RA' 'NCA' 'MRS'],Suite,1,0,1,6000-8000,9000,"[468312612, 749553266]",10449
Travis Jones,M,986589057,2001-08-27,Junior,School of Management and Labor Relations,0,0,['MS' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,12000,"[468528043, 342435378]",10455
Elizabeth Stewart,F,383851452,2004-02-26,Sophomore,School of Arts and Sciences,0,0,['SA' 'JS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[512068498],10457
Renee Haney,F,537407684,2001-11-07,Freshman,School of Environmental and Biological Sciences,0,0,['BH' 'WS' 'CS'],Apartment,1,0,1,6000-8000,9000,"[228255825, 945620180]",10458
Jon Johnson,M,930283353,2002-05-28,Freshman,Mason Gross School of the Arts,0,0,['MZH' 'NCA' 'RA'],Apartment,1,1,1,8000-11000,12000,[],10459
David Stein,M,642860231,1999-03-19,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[891687051, 225736889]",10459
Kurt Martinez,M,274715759,2001-07-30,Junior,School of Communication and Information,0,0,['JS' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000,"[962305882, 780939175]",10463
Mrs. Gina Robles,F,931911743,2000-05-16,Junior,School of Arts and Sciences,0,0,['BH' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[232193330],10478
Sarah Brennan,F,271337775,2000-04-15,Freshman,School of Arts and Sciences,0,0,['TS' 'WS' 'RA'],Suite,1,1,1,8000-11000,12000,"[118606903, 332071049]",10483
Audrey Patel,F,266269934,2000-05-24,Freshman,School of Engineering,0,0,['CS' 'RA' 'MRS'],Apartment,1,1,1,4000-6000,7000,[374280529],10498
Aaron Lee,M,261891849,2000-02-22,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'SA' 'MS'],Suite,1,1,1,6000-8000,9000,[],10500
David Ward,M,181623578,2002-06-30,Freshman,School of Engineering,0,0,['RA' 'SA' 'BS'],Suite,1,1,1,6000-8000,9000,"[629974311, 120759896]",10502
Duane Leonard,M,105387064,2005-09-05,Sophomore,Mason Gross School of the Arts,0,0,['MZH' 'NCA' 'MH'],Apartment,1,1,1,8000-11000,12000,"[250493217, 461121746]",10503
Mark Brown,M,152524625,2001-02-19,Sophomore,Mason Gross School of the Arts,0,0,['TS' 'JS' 'SA'],Suite,1,1,1,4000-6000,7000,[],10508
Adam Hill,M,846430918,2004-07-18,Sophomore,School of Arts and Sciences,0,1,['NCA' 'AH' 'TS'],Suite,1,1,1,6000-8000,9000,"[100400484, 697361063]",10511
Joshua Jackson,M,456266260,2004-05-24,Senior,School of Arts and Sciences,0,0,['BH' 'JS' 'BS'],Apartment,1,1,1,8000-11000,12000,"[270440587, 883377055]",10512
Lauren Peters,F,578200288,2003-07-13,Junior,School of Arts and Sciences,0,0,['SA' 'BS' 'MS'],Suite,1,0,1,4000-6000,7000,[786510045],10520
Michael Gibson,M,415632924,2004-03-13,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'JS' 'BS'],Apartment,1,0,1,6000-8000,9000,[],10526
Johnny Hernandez,M,996179606,2005-01-13,Senior,School of Arts and Sciences,0,0,['JS' 'RA' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,12000,[195706704],10527
Joseph King,M,869759276,2003-08-10,Sophomore,School of Management and Labor Relations,0,1,['RA' 'BH' 'SA'],Suite,1,1,1,6000-8000,9000,"[354073269, 995507056]",10529
Brian Young,M,436996665,2004-09-03,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000,"[841153819, 344499048]",10537
Sandra Carroll,F,976314313,2000-07-05,Sophomore,School of Engineering,0,1,['MS' 'BS' 'MRS'],Suite,1,1,1,4000-6000,7000,"[960557845, 491878155]",10544
Cathy Ford,F,997485211,1999-12-06,Freshman,School of Arts and Sciences,0,1,['BS' 'CS' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[196032546, 492864118]",10550
Stephanie Tran,F,692861919,2000-03-30,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['MRS' 'RA' 'JS'],Apartment,1,1,1,4000-6000,7000,"[355989517, 985563551]",10556
Lisa Swanson,F,906230408,1998-03-24,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[645103511, 694836776]",10561
Shelley Mcbride,F,876507234,1997-03-17,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[533872367, 947135310]",10569
Patricia Davis,F,269870787,2001-04-28,Junior,School of Arts and Sciences,0,0,['JS' 'BS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],10588
Chelsea Gomez,F,332002353,2004-06-22,Junior,School of Engineering,0,0,['RA' 'CS' 'BS'],Suite,1,1,1,8000-11000,12000,[],10591
Douglas Hays,M,693944088,2003-05-04,Freshman,School of Environmental and Biological Sciences,0,0,['JS' 'MH' 'BS'],Traditional Residence Hall,1,0,0,8000-11000,12000,[827094781],10598
Tracy Walker,M,823422868,2000-06-10,Junior,School of Arts and Sciences,0,0,['CS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,12000,[457249236],10598
Daniel Lawson,M,441323217,2001-08-27,Freshman,School of Communication and Information,0,0,['BS' 'BH' 'WS'],Apartment,1,0,1,4000-6000,7000,"[930485618, 967077089]",10605
Heather Cooper,F,290282480,2005-09-17,Freshman,School of Arts and Sciences,0,1,['RA' 'CS' 'SA'],Apartment,1,0,1,8000-11000,12000,"[326657965, 998874036]",10606
Eric Marshall,M,806941303,2001-08-12,Sophomore,Mason Gross School of the Arts,0,0,['AH' 'MRS' 'CS'],Apartment,1,1,1,8000-11000,12000,[719114679],10607
Jonathan Miller,M,758701139,2003-04-02,Freshman,Rutgers Business School–Newark and New Brunswick,1,0,['MH' 'WS' 'AH'],Suite,1,1,1,8000-11000,12000,"[617758162, 456131248]",10611
Colleen Meyer,F,966171711,1998-10-30,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[280908893],10629
Kelly Bradshaw,F,956681566,2003-10-10,Freshman,School of Arts and Sciences,0,1,['RA' 'MRS' 'BS'],Suite,1,1,1,8000-11000,12000,"[224577095, 445030960]",10632
Bruce Rodriguez,M,307750268,2002-03-06,Freshman,School of Arts and Sciences,0,0,['NCA' 'TS' 'MH'],Suite,1,0,1,6000-8000,9000,[],10633
Steven Brown,M,382933461,2005-03-04,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'BS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[524851354],10643
Julie Callahan,F,253054838,1999-12-22,Freshman,School of Engineering,0,0,['MS' 'BS' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],10646
Mark Sanchez,M,483386369,2002-03-28,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'NCA'],Apartment,1,1,1,4000-6000,7000,"[495865938, 503905557]",10649
Jennifer Stone,F,770261941,1999-12-27,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,9000,[725939680],10649
Benjamin Maldonado,M,195706704,2000-08-20,Freshman,School of Arts and Sciences,0,1,['AH' 'NCA' 'TS'],Suite,1,1,1,4000-6000,7000,"[536344304, 996179606]",10655
Jennifer Stephens,F,115146376,2000-12-19,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MRS' 'BH' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[551148447, 622182385]",10661
Deborah York,F,589711710,2001-10-27,Junior,School of Engineering,0,0,['MH' 'CS' 'NCA'],Apartment,1,1,1,4000-6000,7000,[169476230],10661
Joe Elliott,M,962706004,2003-04-08,Junior,School of Social Work,0,0,['WS' 'MS' 'BS'],Suite,1,1,1,8000-11000,12000,[662628615],10662
Dorothy Jones,F,439320072,2001-02-18,Junior,School of Arts and Sciences,0,0,['NCA' 'JS' 'MS'],Apartment,1,1,1,4000-6000,7000,"[240681396, 255775858]",10664
Barbara Davis,F,925195783,2004-09-24,Sophomore,School of Arts and Sciences,0,1,['MH' 'NCA' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[737698261],10665
Gerald Hart,M,761000803,2000-07-10,Junior,School of Arts and Sciences,0,0,['JS' 'AH' 'MS'],Apartment,1,1,0,4000-6000,7000,[],10667
Laura Harris,F,157161387,2000-06-21,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'SA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000,[],10670
Micheal Wilson,M,665367342,2003-06-20,Junior,School of Arts and Sciences,0,0,['TS' 'RA' 'BS'],Suite,1,1,1,4000-6000,7000,[],10672
Daniel Hall,M,697610294,2003-08-05,Sophomore,Mason Gross School of the Arts,0,1,['RA' 'TS' 'CS'],Suite,1,1,1,8000-11000,12000,[],10675
Cody Foster,M,627204688,2001-01-25,Freshman,School of Arts and Sciences,0,0,['MH' 'SA' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[118012727, 537376508]",10681
Heidi Walker,F,494925587,2002-04-25,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'MZH'],Apartment,1,1,1,6000-8000,9000,"[566362466, 776920517]",10681
Lindsey Williams,F,542387595,2005-06-18,Sophomore,School of Arts and Sciences,0,1,['RA' 'MRS' 'SA'],Apartment,1,1,1,8000-11000,12000,"[459502415, 458840935]",10688
Jennifer Barker,F,759527312,2001-08-02,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'NCA' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[689951577, 695917645]",10694
Christine Harmon,F,734016388,2005-04-07,Sophomore,School of Arts and Sciences,0,0,['RA' 'AH' 'MH'],Apartment,1,1,1,8000-11000,12000,[],10701
Deborah Walker,F,379523423,2003-06-08,Junior,School of Communication and Information,0,0,['MZH' 'MH' 'MS'],Apartment,1,1,1,4000-6000,7000,[139335352],10702
Tanya Meyer,F,914136965,1994-03-31,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[805567951, 217629003]",10706
Barbara Davis,F,205018220,2000-08-01,Junior,School of Arts and Sciences,0,1,['AH' 'TS' 'BS'],Suite,1,0,1,8000-11000,12000,[616153008],10715
Dr. Amanda Woods,F,685465022,2002-07-23,Junior,School of Arts and Sciences,0,0,['JS' 'BS' 'BH'],Apartment,1,1,1,6000-8000,9000,[343319461],10721
Erin Washington,F,814673942,2001-01-08,Sophomore,School of Arts and Sciences,1,1,['MRS' 'CS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],10733
Lindsey Browning,F,300864700,2000-12-30,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'JS' 'SA'],Apartment,1,1,1,8000-11000,12000,"[924475394, 805117727]",10733
Nancy Harding,F,729296027,2004-08-29,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['MZH' 'BS' 'RA'],Suite,1,1,1,8000-11000,12000,[],10740
Mike Perez,M,523209293,2003-10-05,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'MH' 'SA'],Apartment,1,0,1,4000-6000,7000,"[365772700, 802906209]",10744
Aaron Mcmillan,M,887857709,1994-09-26,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[530272104, 493105491]",10753
Dr. Richard Fox,M,154153023,2000-03-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'BS' 'MZH'],Apartment,1,1,1,4000-6000,7000,[],10754
Cheryl Anderson,F,583400746,2000-12-05,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'NCA'],Suite,1,1,1,4000-6000,7000,"[169476230, 589711710]",10760
Angela Keller,F,445041706,2001-04-12,Junior,School of Communication and Information,0,0,['AH' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000,"[307930409, 975346360]",10763
Kyle Alvarado,M,148367674,1999-12-14,Masters,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[387294714, 133306899]",10771
Michael Green,M,220868862,2004-03-08,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'CS'],Apartment,1,1,1,8000-11000,12000,"[960778102, 764427185]",10775
Joseph Mason,M,826576761,2000-04-27,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[499593316, 970537318]",10776
Christopher Massey,M,384980223,2001-10-21,Sophomore,School of Environmental and Biological Sciences,0,0,['NCA' 'SA' 'WS'],Suite,1,0,1,4000-6000,7000,"[141565380, 947577575]",10778
Jason Garcia,M,418206799,2003-12-30,Freshman,School of Communication and Information,0,1,['NCA' 'MH' 'SA'],Suite,1,1,1,6000-8000,9000,"[986628802, 508260703]",10781
Joan Walton,F,616952818,2004-10-21,Freshman,School of Arts and Sciences,0,0,['MH' 'MS' 'MZH'],Apartment,1,1,0,4000-6000,7000,"[354769745, 914269645]",10795
Rachel Tran,F,412711686,2000-01-07,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'NCA'],Apartment,1,1,1,6000-8000,9000,"[526665220, 388620342]",10801
Teresa Campos,F,703100485,2000-03-09,Junior,School of Communication and Information,0,0,['NCA' 'BS' 'AH'],Apartment,1,1,1,4000-6000,7000,[686608239],10801
Sarah Henderson,F,303627700,2004-02-25,Freshman,Mason Gross School of the Arts,0,0,['MZH' 'TS' 'SA'],Suite,1,1,1,8000-11000,12000,"[352404334, 820298922]",10806
Melissa Cole,F,983324792,2003-01-11,Sophomore,Mason Gross School of the Arts,0,0,['MS' 'SA' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[885513847, 858541458]",10806
Barbara Molina,F,968127969,2002-12-15,Senior,School of Management and Labor Relations,0,0,['NCA' 'WS' 'MRS'],Suite,1,1,1,4000-6000,7000,[535640242],10807
Steven Washington,M,723318403,2002-12-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'MS' 'NCA'],Apartment,1,1,1,4000-6000,7000,[],10815
Ashley Washington,F,577110128,2003-10-20,Junior,School of Engineering,0,0,['SA' 'WS' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[397788531, 805085984]",10816
Bradley Baker,M,462894812,2000-07-29,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000,"[891117504, 732984335]",10823
Leah Gomez,F,391871370,1995-09-03,Masters,School of Graduate Studies,1,1,['JA' 'BA'],Apartment,1,0,0,9000-10500,11500,[],10830
Grant Davis,M,221719996,1995-10-17,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[],10830
Daniel Sloan,M,689719480,2002-05-18,Sophomore,School of Arts and Sciences,0,0,['NCA' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000,"[134397258, 745411278]",10835
Hailey Sanders,F,174352512,1998-10-14,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[],10843
Arthur Frazier,M,862751170,1999-12-03,Freshman,School of Arts and Sciences,0,0,['MRS' 'BS' 'SA'],Apartment,1,0,1,8000-11000,12000,"[813246931, 979296377]",10857
James Perez,M,471427292,2000-03-03,Sophomore,School of Arts and Sciences,0,1,['RA' 'AH' 'MS'],Apartment,1,1,1,8000-11000,12000,"[673633080, 858555206]",10861
Caitlin Frazier,F,921850324,2000-06-30,Sophomore,School of Communication and Information,1,0,['SA' 'CS' 'JS'],Apartment,1,1,1,8000-11000,12000,"[772489739, 205952430]",10862
Heidi Wilson,F,250473294,2000-08-22,Freshman,School of Social Work,0,1,['MS' 'SA' 'NCA'],Apartment,1,1,1,6000-8000,9000,[947864010],10868
Lee Guzman,M,394306889,2003-10-25,Sophomore,School of Arts and Sciences,0,1,['CS' 'BH' 'SA'],Apartment,1,1,1,8000-11000,12000,"[189547140, 208305019]",10869
Denise Walker,F,506829005,2005-01-21,Freshman,School of Arts and Sciences,1,0,['JS' 'MRS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[555062935, 294888788]",10880
William Carter,M,939009429,2002-05-30,Freshman,School of Arts and Sciences,0,0,['MS' 'SA' 'BH'],Apartment,1,1,1,6000-8000,9000,[737272227],10888
Peter Hanson,M,244667031,2004-08-19,Junior,School of Social Work,0,0,['TS' 'BS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[881458781, 931090335]",10891
Donald Medina,M,204231433,2001-07-07,Freshman,Mason Gross School of the Arts,0,0,['SA' 'NCA' 'MZH'],Suite,1,1,1,8000-11000,12000,[714709006],10893
Erik Johnson,M,968293389,2001-06-29,Freshman,School of Communication and Information,0,0,['SA' 'MH' 'BS'],Suite,1,1,1,8000-11000,12000,"[461848946, 388822585]",10897
Shawn Floyd,M,915021141,2004-11-01,Freshman,School of Arts and Sciences,1,0,['AH' 'BS' 'NCA'],Apartment,1,1,1,4000-6000,7000,"[695254722, 277212858]",10900
